[('compass', 0.0), ('cur0', 0.0), ('cur1', 0.0), ('cur2', 0.0), ('datetime', '2019-09-11 11:47:59.053659'), ('depth', 366518.94), ('flw0', 0), ('flw1', 0), ('flw2', 0), ('flw3', 0), ('lipoC2', 4.19), ('lipoC3S3', 4.71), ('mgs', 0), ('pitch', 0.0), ('roll', 0.0), ('rot0', 67), ('rot1', 57), ('rot2', 0), ('rot3', 0), ('state', 'd9_error'), ('thr0', 0.0), ('thr1', 27.0), ('thr2', 27.0), ('thr3', 26.0), ('time', 23.49), ('watertemp', -2273.69), ('yaw', 0.0)]
[('compass', 0.0), ('cur0', 0.0), ('cur1', 0.0), ('cur2', 0.0), ('datetime', '2019-09-11 11:48:01.296206'), ('depth', 366518.94), ('flw0', 0), ('flw1', 0), ('flw2', 0), ('flw3', 0), ('lipoC2', 4.11), ('lipoC3S3', 4.63), ('mgs', 0), ('pitch', 0.0), ('roll', 0.0), ('rot0', 0), ('rot1', 0), ('rot2', 0), ('rot3', 0), ('state', 'd9_error'), ('thr0', 0.0), ('thr1', 27.0), ('thr2', 27.0), ('thr3', 27.0), ('time', 1.86), ('watertemp', -2273.69), ('yaw', 0.0)]
[('compass', 0.0), ('cur0', 0.0), ('cur1', 0.0), ('cur2', 0.0), ('datetime', '2019-09-11 11:48:01.498285'), ('depth', 366518.94), ('flw0', 0), ('flw1', 0), ('flw2', 0), ('flw3', 0), ('lipoC2', 4.14), ('lipoC3S3', 4.64), ('mgs', 0), ('pitch', 0.0), ('roll', 0.0), ('rot0', 0), ('rot1', 0), ('rot2', 0), ('rot3', 0), ('state', 'd9_error'), ('thr0', 0.0), ('thr1', 27.0), ('thr2', 26.0), ('thr3', 27.0), ('time', 2.01), ('watertemp', -2273.69), ('yaw', 0.0)]
[('compass', 0.0), ('cur0', 0.0), ('cur1', 0.0), ('cur2', 0.0), ('datetime', '2019-09-11 11:48:01.700346'), ('depth', 366518.94), ('flw0', 0), ('flw1', 0), ('flw2', 0), ('flw3', 0), ('lipoC2', 4.15), ('lipoC3S3', 4.65), ('mgs', 0), ('pitch', 0.0), ('roll', 0.0), ('rot0', 0), ('rot1', 0), ('rot2', 0), ('rot3', 0), ('state', 'd9_error'), ('thr0', 0.0), ('thr1', 26.0), ('thr2', 27.0), ('thr3', 26.0), ('time', 2.33), ('watertemp', -2273.69), ('yaw', 0.0)]
[('compass', 0.0), ('cur0', 0.0), ('cur1', 0.0), ('cur2', 0.0), ('datetime', '2019-09-11 11:48:01.902333'), ('depth', 366518.94), ('flw0', 0), ('flw1', 0), ('flw2', 0), ('flw3', 0), ('lipoC2', 4.15), ('lipoC3S3', 4.65), ('mgs', 0), ('pitch', 0.0), ('roll', 0.0), ('rot0', 0), ('rot1', 0), ('rot2', 0), ('rot3', 0), ('state', 'd9_error'), ('thr0', 0.0), ('thr1', 26.0), ('thr2', 27.0), ('thr3', 26.0), ('time', 2.48), ('watertemp', -2273.69), ('yaw', 0.0)]
[('compass', 0.0), ('cur0', 0.0), ('cur1', 0.0), ('cur2', 0.0), ('datetime', '2019-09-11 11:48:02.110801'), ('depth', 366518.94), ('flw0', 0), ('flw1', 0), ('flw2', 0), ('flw3', 0), ('lipoC2', 4.13), ('lipoC3S3', 4.64), ('mgs', 1), ('pitch', 0.0), ('roll', 0.0), ('rot0', 0), ('rot1', 0), ('rot2', 0), ('rot3', 0), ('state', 'd9_error'), ('thr0', 0.0), ('thr1', 27.0), ('thr2', 27.0), ('thr3', 26.0), ('time', 2.64), ('watertemp', -2273.69), ('yaw', 0.0)]
[('compass', 0.0), ('cur0', 0.0), ('cur1', 0.0), ('cur2', 0.0), ('datetime', '2019-09-11 11:48:02.312776'), ('depth', 366518.94), ('flw0', 0), ('flw1', 0), ('flw2', 0), ('flw3', 0), ('lipoC2', 4.16), ('lipoC3S3', 4.67), ('mgs', 1), ('pitch', 0.0), ('roll', 0.0), ('rot0', 0), ('rot1', 0), ('rot2', 3), ('rot3', 0), ('state', 'd9_error'), ('thr0', 0.0), ('thr1', 27.0), ('thr2', 26.0), ('thr3', 27.0), ('time', 2.95), ('watertemp', -2273.69), ('yaw', 0.0)]
[('compass', 0.0), ('cur0', 0.0), ('cur1', 0.0), ('cur2', 0.0), ('datetime', '2019-09-11 11:48:02.515070'), ('depth', 366518.94), ('flw0', 0), ('flw1', 0), ('flw2', 0), ('flw3', 0), ('lipoC2', 4.16), ('lipoC3S3', 4.67), ('mgs', 1), ('pitch', 0.0), ('roll', 0.0), ('rot0', 0), ('rot1', 0), ('rot2', 5), ('rot3', 0), ('state', 'd9_error'), ('thr0', 0.0), ('thr1', 26.0), ('thr2', 27.0), ('thr3', 26.0), ('time', 3.11), ('watertemp', -2273.69), ('yaw', 0.0)]
[('compass', 0.0), ('cur0', 0.0), ('cur1', 0.0), ('cur2', 0.0), ('datetime', '2019-09-11 11:48:02.719258'), ('depth', 366518.94), ('flw0', 0), ('flw1', 0), ('flw2', 0), ('flw3', 0), ('lipoC2', 4.16), ('lipoC3S3', 4.67), ('mgs', 1), ('pitch', 0.0), ('roll', 0.0), ('rot0', 0), ('rot1', 0), ('rot2', 7), ('rot3', 0), ('state', 'd9_error'), ('thr0', 0.0), ('thr1', 27.0), ('thr2', 27.0), ('thr3', 26.0), ('time', 3.27), ('watertemp', -2273.69), ('yaw', 0.0)]
[('compass', 0.0), ('cur0', 0.0), ('cur1', 0.0), ('cur2', 0.0), ('datetime', '2019-09-11 11:48:02.921761'), ('depth', 366518.94), ('flw0', 0), ('flw1', 0), ('flw2', 0), ('flw3', 0), ('lipoC2', 4.17), ('lipoC3S3', 4.68), ('mgs', 1), ('pitch', 0.0), ('roll', 0.0), ('rot0', 0), ('rot1', 0), ('rot2', 9), ('rot3', 0), ('state', 'd9_error'), ('thr0', 0.0), ('thr1', 26.0), ('thr2', 27.0), ('thr3', 26.0), ('time', 3.42), ('watertemp', -2273.69), ('yaw', 0.0)]
[('compass', 0.0), ('cur0', 0.0), ('cur1', 0.0), ('cur2', 0.0), ('datetime', '2019-09-11 11:48:03.124314'), ('depth', 366518.94), ('flw0', 0), ('flw1', 0), ('flw2', 0), ('flw3', 0), ('lipoC2', 4.14), ('lipoC3S3', 4.65), ('mgs', 1), ('pitch', 0.0), ('roll', 0.0), ('rot0', 0), ('rot1', 0), ('rot2', 14), ('rot3', 0), ('state', 'd9_error'), ('thr0', 0.0), ('thr1', 27.0), ('thr2', 26.0), ('thr3', 27.0), ('time', 3.74), ('watertemp', -2273.69), ('yaw', 0.0)]
[('compass', 0.0), ('cur0', 0.0), ('cur1', 0.0), ('cur2', 0.0), ('datetime', '2019-09-11 11:48:03.326485'), ('depth', 366518.94), ('flw0', 0), ('flw1', 0), ('flw2', 0), ('flw3', 0), ('lipoC2', 4.13), ('lipoC3S3', 4.65), ('mgs', 1), ('pitch', 0.0), ('roll', 0.0), ('rot0', 0), ('rot1', 0), ('rot2', 16), ('rot3', 0), ('state', 'd9_error'), ('thr0', 0.0), ('thr1', 26.0), ('thr2', 27.0), ('thr3', 26.0), ('time', 3.89), ('watertemp', -2273.69), ('yaw', 0.0)]
[('compass', 0.0), ('cur0', 0.0), ('cur1', 0.0), ('cur2', 0.0), ('datetime', '2019-09-11 11:48:03.528694'), ('depth', 366518.94), ('flw0', 0), ('flw1', 0), ('flw2', 0), ('flw3', 0), ('lipoC2', 4.18), ('lipoC3S3', 4.68), ('mgs', 1), ('pitch', 0.0), ('roll', 0.0), ('rot0', 0), ('rot1', 0), ('rot2', 18), ('rot3', 0), ('state', 'd9_error'), ('thr0', 0.0), ('thr1', 26.0), ('thr2', 27.0), ('thr3', 26.0), ('time', 4.05), ('watertemp', -2273.69), ('yaw', 0.0)]
[('compass', 0.0), ('cur0', 0.0), ('cur1', 0.0), ('cur2', 0.0), ('datetime', '2019-09-11 11:48:03.736708'), ('depth', 366518.94), ('flw0', 0), ('flw1', 0), ('flw2', 0), ('flw3', 0), ('lipoC2', 4.14), ('lipoC3S3', 4.67), ('mgs', 1), ('pitch', 0.0), ('roll', 0.0), ('rot0', 0), ('rot1', 0), ('rot2', 22), ('rot3', 0), ('state', 'd9_error'), ('thr0', 0.0), ('thr1', 26.0), ('thr2', 27.0), ('thr3', 26.0), ('time', 4.36), ('watertemp', -2273.69), ('yaw', 0.0)]
[('compass', 0.0), ('cur0', 0.0), ('cur1', 0.0), ('cur2', 0.0), ('datetime', '2019-09-11 11:48:03.938759'), ('depth', 366518.94), ('flw0', 0), ('flw1', 0), ('flw2', 0), ('flw3', 0), ('lipoC2', 4.16), ('lipoC3S3', 4.67), ('mgs', 1), ('pitch', 0.0), ('roll', 0.0), ('rot0', 0), ('rot1', 0), ('rot2', 25), ('rot3', 0), ('state', 'd9_error'), ('thr0', 0.0), ('thr1', 27.0), ('thr2', 27.0), ('thr3', 27.0), ('time', 4.52), ('watertemp', -2273.69), ('yaw', 0.0)]
[('compass', 0.0), ('cur0', 0.0), ('cur1', 0.0), ('cur2', 0.0), ('datetime', '2019-09-11 11:48:04.140902'), ('depth', 366518.94), ('flw0', 0), ('flw1', 0), ('flw2', 0), ('flw3', 0), ('lipoC2', 4.13), ('lipoC3S3', 4.65), ('mgs', 1), ('pitch', 0.0), ('roll', 0.0), ('rot0', 0), ('rot1', 0), ('rot2', 28), ('rot3', 0), ('state', 'd9_error'), ('thr0', 0.0), ('thr1', 27.0), ('thr2', 26.0), ('thr3', 27.0), ('time', 4.68), ('watertemp', -2273.69), ('yaw', 0.0)]
[('compass', 0.0), ('cur0', 0.0), ('cur1', 0.0), ('cur2', 0.0), ('datetime', '2019-09-11 11:48:04.342905'), ('depth', 366518.94), ('flw0', 0), ('flw1', 0), ('flw2', 0), ('flw3', 0), ('lipoC2', 4.16), ('lipoC3S3', 4.68), ('mgs', 1), ('pitch', 0.0), ('roll', 0.0), ('rot0', 0), ('rot1', 0), ('rot2', 30), ('rot3', 0), ('state', 'd9_error'), ('thr0', 0.0), ('thr1', 26.0), ('thr2', 27.0), ('thr3', 26.0), ('time', 4.83), ('watertemp', -2273.69), ('yaw', 0.0)]
[('compass', 0.0), ('cur0', 0.0), ('cur1', 0.0), ('cur2', 0.0), ('datetime', '2019-09-11 11:48:04.545070'), ('depth', 366518.94), ('flw0', 0), ('flw1', 0), ('flw2', 0), ('flw3', 0), ('lipoC2', 4.17), ('lipoC3S3', 4.68), ('mgs', 1), ('pitch', 0.0), ('roll', 0.0), ('rot0', 0), ('rot1', 0), ('rot2', 34), ('rot3', 0), ('state', 'd9_error'), ('thr0', 0.0), ('thr1', 27.0), ('thr2', 26.0), ('thr3', 27.0), ('time', 5.15), ('watertemp', -2273.69), ('yaw', 0.0)]
[('compass', 0.0), ('cur0', 0.0), ('cur1', 0.0), ('cur2', 0.0), ('datetime', '2019-09-11 11:48:04.747277'), ('depth', 366518.94), ('flw0', 0), ('flw1', 0), ('flw2', 0), ('flw3', 0), ('lipoC2', 4.16), ('lipoC3S3', 4.67), ('mgs', 1), ('pitch', 0.0), ('roll', 0.0), ('rot0', 0), ('rot1', 0), ('rot2', 37), ('rot3', 0), ('state', 'd9_error'), ('thr0', 0.0), ('thr1', 26.0), ('thr2', 27.0), ('thr3', 26.0), ('time', 5.3), ('watertemp', -2273.69), ('yaw', 0.0)]
[('compass', 0.0), ('cur0', 0.0), ('cur1', 0.0), ('cur2', 0.0), ('datetime', '2019-09-11 11:48:04.949226'), ('depth', 366518.94), ('flw0', 0), ('flw1', 0), ('flw2', 0), ('flw3', 0), ('lipoC2', 4.14), ('lipoC3S3', 4.67), ('mgs', 1), ('pitch', 0.0), ('roll', 0.0), ('rot0', 0), ('rot1', 0), ('rot2', 39), ('rot3', 0), ('state', 'd9_error'), ('thr0', 0.0), ('thr1', 26.0), ('thr2', 27.0), ('thr3', 26.0), ('time', 5.46), ('watertemp', -2273.69), ('yaw', 0.0)]
[('compass', 0.0), ('cur0', 0.0), ('cur1', 0.0), ('cur2', 0.0), ('datetime', '2019-09-11 11:48:05.151670'), ('depth', 366518.94), ('flw0', 0), ('flw1', 0), ('flw2', 0), ('flw3', 0), ('lipoC2', 4.18), ('lipoC3S3', 4.71), ('mgs', 1), ('pitch', 0.0), ('roll', 0.0), ('rot0', 0), ('rot1', 0), ('rot2', 43), ('rot3', 0), ('state', 'd9_error'), ('thr0', 0.0), ('thr1', 26.0), ('thr2', 27.0), ('thr3', 26.0), ('time', 5.77), ('watertemp', -2273.69), ('yaw', 0.0)]
[('compass', 0.0), ('cur0', 0.0), ('cur1', 0.0), ('cur2', 0.0), ('datetime', '2019-09-11 11:48:05.353781'), ('depth', 366518.94), ('flw0', 0), ('flw1', 0), ('flw2', 0), ('flw3', 0), ('lipoC2', 4.17), ('lipoC3S3', 4.68), ('mgs', 1), ('pitch', 0.0), ('roll', 0.0), ('rot0', 0), ('rot1', 0), ('rot2', 46), ('rot3', 0), ('state', 'd9_error'), ('thr0', 0.0), ('thr1', 26.0), ('thr2', 27.0), ('thr3', 26.0), ('time', 5.93), ('watertemp', -2273.69), ('yaw', 0.0)]
[('compass', 0.0), ('cur0', 0.0), ('cur1', 0.0), ('cur2', 0.0), ('datetime', '2019-09-11 11:48:05.555866'), ('depth', 366518.94), ('flw0', 0), ('flw1', 0), ('flw2', 0), ('flw3', 0), ('lipoC2', 4.15), ('lipoC3S3', 4.67), ('mgs', 1), ('pitch', 0.0), ('roll', 0.0), ('rot0', 0), ('rot1', 0), ('rot2', 48), ('rot3', 0), ('state', 'd9_error'), ('thr0', 0.0), ('thr1', 27.0), ('thr2', 26.0), ('thr3', 27.0), ('time', 6.09), ('watertemp', -2273.69), ('yaw', 0.0)]
[('compass', 0.0), ('cur0', 0.0), ('cur1', 0.0), ('cur2', 0.0), ('datetime', '2019-09-11 11:48:05.757830'), ('depth', 366518.94), ('flw0', 0), ('flw1', 0), ('flw2', 0), ('flw3', 0), ('lipoC2', 4.16), ('lipoC3S3', 4.68), ('mgs', 1), ('pitch', 0.0), ('roll', 0.0), ('rot0', 0), ('rot1', 0), ('rot2', 50), ('rot3', 0), ('state', 'd9_error'), ('thr0', 0.0), ('thr1', 26.0), ('thr2', 27.0), ('thr3', 26.0), ('time', 6.24), ('watertemp', -2273.69), ('yaw', 0.0)]
[('compass', 0.0), ('cur0', 0.0), ('cur1', 0.0), ('cur2', 0.0), ('datetime', '2019-09-11 11:48:05.960371'), ('depth', 366518.94), ('flw0', 0), ('flw1', 0), ('flw2', 0), ('flw3', 0), ('lipoC2', 4.16), ('lipoC3S3', 4.69), ('mgs', 1), ('pitch', 0.0), ('roll', 0.0), ('rot0', 0), ('rot1', 0), ('rot2', 56), ('rot3', 0), ('state', 'd9_error'), ('thr0', 0.0), ('thr1', 27.0), ('thr2', 26.0), ('thr3', 27.0), ('time', 6.56), ('watertemp', -2273.69), ('yaw', 0.0)]
[('compass', 0.0), ('cur0', 0.0), ('cur1', 0.0), ('cur2', 0.0), ('datetime', '2019-09-11 11:48:06.162451'), ('depth', 366518.94), ('flw0', 0), ('flw1', 0), ('flw2', 0), ('flw3', 0), ('lipoC2', 4.14), ('lipoC3S3', 4.67), ('mgs', 1), ('pitch', 0.0), ('roll', 0.0), ('rot0', 0), ('rot1', 0), ('rot2', 58), ('rot3', 0), ('state', 'd9_error'), ('thr0', 0.0), ('thr1', 26.0), ('thr2', 27.0), ('thr3', 26.0), ('time', 6.71), ('watertemp', -2273.69), ('yaw', 0.0)]
[('compass', 0.0), ('cur0', 0.0), ('cur1', 0.0), ('cur2', 0.0), ('datetime', '2019-09-11 11:48:06.366161'), ('depth', 366518.94), ('flw0', 0), ('flw1', 0), ('flw2', 0), ('flw3', 0), ('lipoC2', 4.19), ('lipoC3S3', 4.69), ('mgs', 1), ('pitch', 0.0), ('roll', 0.0), ('rot0', 0), ('rot1', 0), ('rot2', 60), ('rot3', 0), ('state', 'd9_error'), ('thr0', 0.0), ('thr1', 26.0), ('thr2', 27.0), ('thr3', 26.0), ('time', 6.87), ('watertemp', -2273.69), ('yaw', 0.0)]
[('compass', 0.0), ('cur0', 0.0), ('cur1', 0.0), ('cur2', 0.0), ('datetime', '2019-09-11 11:48:06.568257'), ('depth', 366518.94), ('flw0', 0), ('flw1', 0), ('flw2', 0), ('flw3', 0), ('lipoC2', 4.18), ('lipoC3S3', 4.69), ('mgs', 1), ('pitch', 0.0), ('roll', 0.0), ('rot0', 0), ('rot1', 0), ('rot2', 65), ('rot3', 0), ('state', 'd9_error'), ('thr0', 0.0), ('thr1', 26.0), ('thr2', 27.0), ('thr3', 26.0), ('time', 7.18), ('watertemp', -2273.69), ('yaw', 0.0)]
[('compass', 0.0), ('cur0', 0.0), ('cur1', 0.0), ('cur2', 0.0), ('datetime', '2019-09-11 11:48:06.770206'), ('depth', 366518.94), ('flw0', 0), ('flw1', 0), ('flw2', 0), ('flw3', 0), ('lipoC2', 4.16), ('lipoC3S3', 4.68), ('mgs', 1), ('pitch', 0.0), ('roll', 0.0), ('rot0', 0), ('rot1', 0), ('rot2', 67), ('rot3', 0), ('state', 'd9_error'), ('thr0', 0.0), ('thr1', 27.0), ('thr2', 26.0), ('thr3', 27.0), ('time', 7.34), ('watertemp', -2273.69), ('yaw', 0.0)]
